Date,Time,URL,article_title,article_head
#
### log/01_hokkaido.txt
7月5日,1:00,https://www.nikkei.com/article/DGXZQOFC291A40Z20C22A6000000/,すすきのはよみがえったのか　客足が示すウィズコロナ,日本屈指の繁華街・すすきの（札幌市）ににぎわいが戻ってきた。地下鉄駅の乗降客数は新型コロナウイルス感染拡大前の3割減まで、…続き
7月4日,20:01,https://www.nikkei.com/article/DGXZQOFC047EC0U2A700C2000000/,北海道電力、電気使用量抑制でポイント還元,北海道電力は4日、8～9月分の電気使用量を前年同月より減らした顧客にポイントを付与すると発表した。1日あたりの平均使用量が…続き
7月4日,18:56,https://www.nikkei.com/article/DGXZQOFC046N90U2A700C2000000/,農作物配送をAIで効率化　NTT東日本と調和技研が実証,NTT東日本は4日、北海道大学発スタートアップの調和技研（札幌市）と組み、人工知能（AI）を活用した農作物の物流最適化プロ…続き
7月4日,18:28,https://www.nikkei.com/article/DGXZQOFC046YP0U2A700C2000000/,北海道内5月有効求人倍率1.12倍　宿泊業が急増,北海道労働局が発表した北海道の5月の有効求人倍率（季節調整値）は1.12倍と、14カ月連続で1倍を超えた。新規求人数は前年…続き
7月4日,18:14,https://www.nikkei.com/article/DGXZQOFC045M20U2A700C2000000/,セコマが再び値上げ、店内調理のおにぎりやPB飲料,コンビニエンスストア「セイコーマート」を展開するセコマ（札幌市）は4日、店内調理する「ホットシェフ」のおにぎりを平均6%、…続き
7月4日,18:00,https://www.nikkei.com/article/DGXZQOFC0468I0U2A700C2000000/,北海道の企業倒産5年ぶり増加　1～6月108件、民間調査,東京商工リサーチ北海道支社は4日、北海道内での企業倒産が1～6月は前年同期比31件増の108件だったと発表した。上半期とし…続き
7月4日,17:55,https://www.nikkei.com/article/DGXZQOFC0467P0U2A700C2000000/,北海道のコロナ新規感染407人　1週間前から増加,北海道は4日、新たに407人の新型コロナウイルス感染を確認したと発表した。前の週の同じ曜日（6月27日、318人）を上回っ…続き
7月4日,17:54,https://www.nikkei.com/article/DGXZQOFC042DZ0U2A700C2000000/,プラ魚箱を買い物かごに　コープさっぽろと道ぎょれん,コープさっぽろ（札幌市）は4日、鮮魚を運ぶ際に使うプラスチック製の魚箱を再利用した買い物かごを発売した。3000個を全10…続き
7月4日,15:01,https://www.nikkei.com/article/DGXZQOFC0119U0R00C22A7000000/,ワンボックスをキャンピング車に、北海道・士別企業参入,建設業や介護事業のイトイグループホールディングス（GHD、北海道士別市）はグループ2社を通じ、ワンボックスカーなどをキャン…続き
7月4日,1:00,https://www.nikkei.com/article/DGXZQOFC290IF0Z20C22A6000000/,ホルスタインが代理母　北海道の酪農家で進む和牛シフト,北海道の酪農家が第2の収益源として和牛の生産に着目している。乳牛として一般的なホルスタイン種の子宮に和牛受精卵を移植し、肉…続き
#
### log/02_aomori.txt
7月4日,19:00,https://www.nikkei.com/article/DGXZQOCC0119N0R00C22A7000000/,5月の東北の有効求人倍率横ばい　3カ月連続,東北6県の労働局が発表した東北の5月の有効求人倍率（季節調整値）は、前月と同水準の1.36倍だった。横ばいは3カ月連続。山…続き
#
### log/03_iwate.txt
7月4日,19:00,https://www.nikkei.com/article/DGXZQOCC0119N0R00C22A7000000/,5月の東北の有効求人倍率横ばい　3カ月連続,東北6県の労働局が発表した東北の5月の有効求人倍率（季節調整値）は、前月と同水準の1.36倍だった。横ばいは3カ月連続。山…続き
#
### log/04_miyagi.txt
7月5日,2:00,https://www.nikkei.com/article/DGXZQOUF151RN0V10C22A6000000/,全国の「愛宕神社」　戦勝願う武将が京都から拡散,大阪に赴任して1年がたつ記者（26）は、街中でいまだに新たな発見に出くわす。新大阪駅の近くで「愛宕（あたご）神社」と書かれ…続き
7月5日,2:00,https://www.nikkei.com/article/DGXZQOUC030KM0T00C22A7000000/,アイリスオーヤマ、大山健太郎会長の「経営者への言葉」,アイリスオーヤマ（仙台市）の大山健太郎会長は自社を「仕組みで動いている会社」と表現する。商品を素早く生み出す仕組みや社員を…続き
7月4日,19:02,https://www.nikkei.com/article/DGXZQOCC021XW0S2A700C2000000/,東北電力、再エネ事業者に発電計画づくり支援,東北電力は太陽光など再生可能エネルギー事業者に、発電計画づくりの代行や発電量予測などを支援する有料のサービスを始めると発表…続き
7月4日,19:02,https://www.nikkei.com/article/DGXZQOCC0458M0U2A700C2000000/,仙台銀行、SBIと個人向けのコンサルプラザ設立,仙台銀行はSBIマネープラザ（東京・港）と共同で個人向けのコンサルティングプラザを開設した。これまでも資産形成などで協力し…続き
7月4日,19:00,https://www.nikkei.com/article/DGXZQOCC0119N0R00C22A7000000/,5月の東北の有効求人倍率横ばい　3カ月連続,東北6県の労働局が発表した東北の5月の有効求人倍率（季節調整値）は、前月と同水準の1.36倍だった。横ばいは3カ月連続。山…続き
7月4日,2:00,https://www.nikkei.com/article/DGXZQOUC262V80W2A620C2000000/,アイリスオーヤマ、大山健太郎会長の「士気向上の言葉」,多くの企業が若手社員の離職防止や組織全体のモチベーション向上を重要な課題としている。アイリスオーヤマ（仙台市）の大山健太郎…続き
#
### log/05_akita.txt
7月5日,2:00,https://www.nikkei.com/article/DGXZQOCC250O60V20C22A6000000/,「ママの目線」で子育て支援　秋田のCHERISH,「ママたちのあったらいいな」を柱に子育てを支援するユニークな企業が秋田市にある。スタッフ23人のうち21人が子育て中の母親…続き
7月4日,19:03,https://www.nikkei.com/article/DGXZQOCC030IG0T00C22A7000000/,秋田銘醸、自社田栽培の酒米で純米酒の新商品,酒造会社の秋田銘醸（秋田県湯沢市）は7日、自社の田んぼで栽培した酒米を原料に仕込んだ純米酒の新商品を発売する。社員が育苗か…続き
7月4日,19:00,https://www.nikkei.com/article/DGXZQOCC0119N0R00C22A7000000/,5月の東北の有効求人倍率横ばい　3カ月連続,東北6県の労働局が発表した東北の5月の有効求人倍率（季節調整値）は、前月と同水準の1.36倍だった。横ばいは3カ月連続。山…続き
#
### log/06_yamagata.txt
7月4日,19:00,https://www.nikkei.com/article/DGXZQOCC0119N0R00C22A7000000/,5月の東北の有効求人倍率横ばい　3カ月連続,東北6県の労働局が発表した東北の5月の有効求人倍率（季節調整値）は、前月と同水準の1.36倍だった。横ばいは3カ月連続。山…続き
7月4日,2:00,https://www.nikkei.com/article/DGXZQOCC060YI0W2A600C2000000/,切削工具の佐々木ダイヤ、木工分野進出　自動車向け減で,ダイヤモンド切削工具の佐々木ダイヤ精研（山形市）は、木製品加工向けなど新たな市場開拓に乗り出す。専用の製造装置を導入した第…続き
#
### log/07_fukushima.txt
7月5日,2:00,https://www.nikkei.com/article/DGXZQOCC291SK0Z20C22A6000000/,福島・西会津町、デジタル化で脱過疎へ　メタバース連携,福島県西会津町がデジタル技術を生かした活性化を加速している。ICT（情報通信技術）教育などに続き、北海道森町を始めとする全…続き
7月4日,19:28,https://www.nikkei.com/article/DGXZQOCC044BU0U2A700C2000000/,スノーピーク、福島や宮崎に直営キャンプ場新設,アウトドア大手のスノーピークは直営のキャンプ場を増やす。2023年春に福島県天栄村で開くほか、24年度には宮崎県都城市でも…続き
7月4日,19:03,https://www.nikkei.com/article/DGXZQOCC042MZ0U2A700C2000000/,JR福島駅前再開発、7月中に解体着工　旧中合ビルなど,JR福島駅前の再開発を手掛ける地権者らの組合は、既存ビルの解体工事を7月中に始める。2023年秋にかけて、約1.4ヘクター…続き
7月4日,19:00,https://www.nikkei.com/article/DGXZQOCC0119N0R00C22A7000000/,5月の東北の有効求人倍率横ばい　3カ月連続,東北6県の労働局が発表した東北の5月の有効求人倍率（季節調整値）は、前月と同水準の1.36倍だった。横ばいは3カ月連続。山…続き
7月4日,5:00,https://www.nikkei.com/article/DGXZQOCC176390X10C22A5000000/,メガソーラー曲がり角　相次ぐ規制条例、撤退事業者も,再生可能エネルギーの代表格だったメガソーラー（大規模太陽光発電所）が曲がり角を迎えている。岡山県美作市は全国初の太陽光パネ…続き
#
### log/08_ibaraki.txt
7月5日,2:00,https://www.nikkei.com/article/DGXZQOUF309MB0Q2A530C2000000/,住宅の悩み、一括相談　大和ハウスが店舗開設,大和ハウス工業が住宅に関するあらゆる相談を受け付ける店舗の開設を始めた。このほど、茨城県のショッピングセンター内に1号店を…続き
7月4日,19:26,https://www.nikkei.com/article/DGXZQOCC0456N0U2A700C2000000/,茨城・常総市、移動しやすい街へ　ホンダ子会社と連携,茨城県常総市は4日、人工知能（AI）や自動運転技術を活用した「知能化マイクロモビリティー」の普及を目指し、ホンダの研究開発…続き
7月4日,2:00,https://www.nikkei.com/article/DGXZQOCC250GB0V20C22A6000000/,栃木の三セク真岡鉄道、SL走らせるのも楽じゃない,道路網整備とマイカー普及や少子化で全国の鉄道、ローカル線が逆風にさらされるなか、観光客獲得の目玉として運行する蒸気機関車（…続き
#
### log/09_tochigi.txt
7月5日,2:00,https://www.nikkei.com/article/DGXZQOCC307X20Q2A530C2000000/,栃木で「アユ釣り離れ」　漁業団体、人気復活に奮闘,栃木県でアユ釣りの人気が低迷している。6月に入り多くの河川でアユ釣りが解禁されたが、釣り人は大半が高齢男性で新規客の参入は…続き
7月4日,19:30,https://www.nikkei.com/article/DGXZQOCC041KY0U2A700C2000000/,宇都宮市で地酒イベント　地元3酒蔵が出店,宇都宮市のイベント会場「オリオンスクエア」で29日、市内の3酒蔵が出店する日本酒イベント「地酒の夕べ～オリスク酒造～」が開…続き
7月4日,19:25,https://www.nikkei.com/article/DGXZQOCC303EP0Q2A630C2000000/,宇都宮市、小売・飲食で使えるプレミアム商品券9月から,宇都宮市は、市内の小売店や飲食店で使えるプレミアム付き商品券「宮のトク×トクチケット」を9月から市内在住者に販売する。1冊…続き
7月4日,2:00,https://www.nikkei.com/article/DGXZQOCC250GB0V20C22A6000000/,栃木の三セク真岡鉄道、SL走らせるのも楽じゃない,道路網整備とマイカー普及や少子化で全国の鉄道、ローカル線が逆風にさらされるなか、観光客獲得の目玉として運行する蒸気機関車（…続き
#
### log/10_gunma.txt
7月4日,19:24,https://www.nikkei.com/article/DGXZQOCC021L70S2A700C2000000/,日本公庫など、群馬・長野原のバイオガス発電に協調融資,日本政策金融公庫前橋支店は群馬銀行と共同で、群馬県長野原町の酪農家が設立した協同組合によるバイオガス発電事業に対して協調融…続き
7月4日,19:23,https://www.nikkei.com/article/DGXZQOCC045XI0U2A700C2000000/,東和銀行、75歳以上の引き出し限度額引き下げ,東和銀行は75歳以上の高齢者を対象に、自行以外のATMでのキャッシュカードによる1日あたりの引き出し限度額を引き下げる。限…続き
#
### log/11_saitama.txt
7月4日,19:06,https://www.nikkei.com/article/DGXZQOCC046HW0U2A700C2000000/,ウクライナ人音楽家、埼玉で支援公演　売上金など寄付,ウクライナ出身の世界的バイオリニスト、オレグ・クリサ氏は4日、埼玉県の大野元裕知事と県庁で面会し、彩の国さいたま芸術劇場（…続き
7月4日,2:00,https://www.nikkei.com/article/DGXZQOCC250GB0V20C22A6000000/,栃木の三セク真岡鉄道、SL走らせるのも楽じゃない,道路網整備とマイカー普及や少子化で全国の鉄道、ローカル線が逆風にさらされるなか、観光客獲得の目玉として運行する蒸気機関車（…続き
7月4日,2:00,https://www.nikkei.com/article/DGXZQOCC036XF0T00C22A6000000/,食育担う栄養教諭、首都圏で徐々に浸透　担い手不足課題,地産地消の推進や食品ロスの削減など食を巡る課題が多様化し、学校で食育を担う「栄養教諭」の重要性が高まっている。国も配置の促…続き
#
### log/12_chiba.txt
7月4日,19:05,https://www.nikkei.com/article/DGXZQOCC01C0M0R00C22A7000000/,千葉県、一部で病床確保フェーズ上げ　感染者じわり増加,千葉県は4日、新型コロナウイルスの感染状況に応じた病床確保のフェーズを東葛南部・東葛北部・印旛圏域で引き上げた。東京都に近…続き
7月4日,18:47更新,https://www.nikkei.com/article/DGXZQOCC043BM0U2A700C2000000/,新潟・千葉の火力発電で火災　電力供給のリスク浮き彫り,各地の火力発電所でトラブルが続いている。3日にかけて千葉県と新潟県の火力発電所でそれぞれ火災が発生し、東北電力などが出力を…続き
7月4日,2:00,https://www.nikkei.com/article/DGXZQOCC036XF0T00C22A6000000/,食育担う栄養教諭、首都圏で徐々に浸透　担い手不足課題,地産地消の推進や食品ロスの削減など食を巡る課題が多様化し、学校で食育を担う「栄養教諭」の重要性が高まっている。国も配置の促…続き
#
### log/13_tokyo.txt
7月5日,2:00,https://www.nikkei.com/article/DGXZQOUF151RN0V10C22A6000000/,全国の「愛宕神社」　戦勝願う武将が京都から拡散,大阪に赴任して1年がたつ記者（26）は、街中でいまだに新たな発見に出くわす。新大阪駅の近くで「愛宕（あたご）神社」と書かれ…続き
7月5日,2:00,https://www.nikkei.com/article/DGXZQOCC166ZC0W2A610C2000000/,職人の災害復旧スキル支えたい　NGO代表の鈴木さん,地震や豪雨被害の現場に駆けつける災害ボランティア。近年、この分野で「プロボノ」と呼ばれる復興の技術系スタッフが増えつつある…続き
7月5日,2:00,https://www.nikkei.com/article/DGXZQOCC1547E0V10C22A6000000/,吉祥寺人気に陰り？　住みたい街、20・30代は横浜・大宮,リクルートの「住みたい街」ランキングで、毎年人気上位となる吉祥寺（東京都武蔵野市）。新型コロナウイルス下の郊外人気を受け、…続き
7月4日,17:25,https://www.nikkei.com/article/DGXZQOCC0429X0U2A700C2000000/,東京・大田区、東邦大学とウクライナ避難民支援で連携,東京都大田区は区内に医学部と看護学部がある東邦大学と連携し、ウクライナからの避難民に対する健康面でのサポートを強化した。母…続き
7月4日,17:03,https://www.nikkei.com/article/DGXZQOCC046420U2A700C2000000/,東京都、自宅療養者120人と連絡付かず　KDDI障害発生後,東京都は4日、KDDIの通信障害が発生した2～3日の両日とも、自宅療養中の新型コロナウイルス感染者およそ120人と連絡が取…続き
7月4日,16:59,https://www.nikkei.com/article/DGXZQOCC0412A0U2A700C2000000/,東京都、新たに2772人感染　7日平均で前週の162.4%,東京都は4日、新型コロナウイルスの感染者が新たに2772人確認されたと発表した。直近1週間平均の新規感染者は3380人で、…続き
7月4日,15:22,https://www.nikkei.com/article/DGXZQOCC043D50U2A700C2000000/,東京都、米粉パンの普及支援　輸入小麦の価格高騰で,東京都はウクライナ情勢などの影響で輸入小麦の価格高騰が進んでいることを踏まえ、小麦粉の代替となる米粉を使ったパンの普及を促…続き
7月4日,2:00,https://www.nikkei.com/article/DGXZQOCC036XF0T00C22A6000000/,食育担う栄養教諭、首都圏で徐々に浸透　担い手不足課題,地産地消の推進や食品ロスの削減など食を巡る課題が多様化し、学校で食育を担う「栄養教諭」の重要性が高まっている。国も配置の促…続き
#
### log/14_kanagawa.txt
7月4日,19:25,https://www.nikkei.com/article/DGXZQOCC047450U2A700C2000000/,横浜･みなとみらいの祭り3年ぶり開催　2万発の花火など,横浜市最大級の約2万発の花火が打ち上げられる、みなとみらい（MM）21地区の祭り「みなとみらいスマートフェスティバル」が8…続き
7月4日,15:21,https://www.nikkei.com/article/DGXZQOCC042I10U2A700C2000000/,川崎ブレイブサンダース、バスケなどの施設開設,バスケットボール男子B1の川崎ブレイブサンダースは川崎市内2カ所に若者文化の発信拠点を開設する。8月末にバスケットボール、…続き
7月4日,2:00,https://www.nikkei.com/article/DGXZQOUF27BBA0X20C22A6000000/,役員賞与に社員の働きがい反映　パナソニックHD系,パナソニックホールディングス（HD）の自動車部品を手掛ける子会社、パナソニックオートモーティブシステムズ（PAS）は従業員…続き
7月4日,2:00,https://www.nikkei.com/article/DGXZQOCC036XF0T00C22A6000000/,食育担う栄養教諭、首都圏で徐々に浸透　担い手不足課題,地産地消の推進や食品ロスの削減など食を巡る課題が多様化し、学校で食育を担う「栄養教諭」の重要性が高まっている。国も配置の促…続き
#
### log/15_niigata.txt
7月5日,2:00,https://www.nikkei.com/article/DGXZQOCC019MK0R00C22A7000000/,一正蒲鉾、マイタケ技術磨く　付加価値高め市場開拓,水産練り製品大手の一正蒲鉾がマイタケの新品種開発に力を入れている。市場が横ばいで推移するなか、付加価値のあるマイタケを開発…続き
7月4日,19:29,https://www.nikkei.com/article/DGXZQOCC296PJ0Z20C22A6000000/,新潟のタカヨシ、石灰石原料のラベル　環境に配慮,総合印刷業のタカヨシ(新潟市)は石灰石を主原料とする素材を使用したラベル製品を8月中旬に発売する。焼却時の二酸化炭素（CO…続き
7月4日,19:28,https://www.nikkei.com/article/DGXZQOCC044BU0U2A700C2000000/,スノーピーク、福島や宮崎に直営キャンプ場新設,アウトドア大手のスノーピークは直営のキャンプ場を増やす。2023年春に福島県天栄村で開くほか、24年度には宮崎県都城市でも…続き
7月4日,19:09,https://www.nikkei.com/article/DGXZQOCC047920U2A700C2000000/,アークランドサカモト、連結純利益39億円　3～5月,アークランドサカモトが4日発表した2022年3～5月期の連結決算は純利益が39億円だった。売上高は794億円、営業利益は5…続き
7月4日,18:47更新,https://www.nikkei.com/article/DGXZQOCC043BM0U2A700C2000000/,新潟・千葉の火力発電で火災　電力供給のリスク浮き彫り,各地の火力発電所でトラブルが続いている。3日にかけて千葉県と新潟県の火力発電所でそれぞれ火災が発生し、東北電力などが出力を…続き
7月4日,15:22,https://www.nikkei.com/article/DGXZQOCC043D50U2A700C2000000/,東京都、米粉パンの普及支援　輸入小麦の価格高騰で,東京都はウクライナ情勢などの影響で輸入小麦の価格高騰が進んでいることを踏まえ、小麦粉の代替となる米粉を使ったパンの普及を促…続き
7月4日,12:22,https://www.nikkei.com/article/DGXZQOCC042CB0U2A700C2000000/,東北電力の東新潟火力発電所で火災　出力6割強に制限,東北電力は4日、東新潟火力発電所3-2号系列（新潟県聖籠町、出力60.5万キロワット）の3基のガスタービンのうち1基で3日…続き
7月4日,2:00,https://www.nikkei.com/article/DGXZQOCC29EGN0Z20C22A6000000/,遠藤製作所、DXで生産改革　データ蓄積で稼働率向上,金属加工などを手掛ける遠藤製作所はDX（デジタルトランスフォーメーション）による生産改革を進める。OA機器部品などを生産す…続き
#
### log/16_toyama.txt
7月4日,20:15,https://www.nikkei.com/article/DGXZQOCC0473N0U2A700C2000000/,買い物時の鉄道利用促進　JR西日本系、富山でクーポン,JR西日本子会社の富山ターミナルビル（富山市）は8日、同社の商業施設に鉄道で来店した買い物客に、クーポン券を提供する実証実…続き
7月4日,20:00,https://www.nikkei.com/article/DGXZQOCC0477D0U2A700C2000000/,クスリのアオキHDの23年5月期、純利益10%増,クスリのアオキホールディングス（HD）は4日、2023年5月期の連結純利益が前期比10%増の108億円になりそうだと発表し…続き
7月4日,19:55,https://www.nikkei.com/article/DGXZQOCC0471Y0U2A700C2000000/,福井の並行在来線、「ハピラインふくい」に社名変更,2024年春の北陸新幹線敦賀延伸に伴い、並行在来線の福井県内区間の運行を担う第三セクターが4日付で「ハピラインふくい」に社…続き
7月4日,4:00,https://www.nikkei.com/article/DGXZQOCC108G90Q2A610C2000000/,アルビス、利益率より成長戦略　小型店展開へ布石,北陸最大のスーパー、アルビスが新型コロナウイルス禍を経て成長の基盤づくりを急いでいる。巣ごもり需要の効果で売上高は増えたが…続き
#
### log/17_ishikawa.txt
7月4日,20:00,https://www.nikkei.com/article/DGXZQOCC309DY0Q2A630C2000000/,自宅で人工透析、静かな音で　東振テクニカルがポンプ,工作機械メーカーの東振テクニカル（石川県小松市）は従来より稼働音を抑えたポンプを開発した。騒音値は50デシベルを下回り、「…続き
7月4日,20:00,https://www.nikkei.com/article/DGXZQOCC0477D0U2A700C2000000/,クスリのアオキHDの23年5月期、純利益10%増,クスリのアオキホールディングス（HD）は4日、2023年5月期の連結純利益が前期比10%増の108億円になりそうだと発表し…続き
7月4日,19:55,https://www.nikkei.com/article/DGXZQOCC0471Y0U2A700C2000000/,福井の並行在来線、「ハピラインふくい」に社名変更,2024年春の北陸新幹線敦賀延伸に伴い、並行在来線の福井県内区間の運行を担う第三セクターが4日付で「ハピラインふくい」に社…続き
7月4日,4:00,https://www.nikkei.com/article/DGXZQOCC108G90Q2A610C2000000/,アルビス、利益率より成長戦略　小型店展開へ布石,北陸最大のスーパー、アルビスが新型コロナウイルス禍を経て成長の基盤づくりを急いでいる。巣ごもり需要の効果で売上高は増えたが…続き
#
### log/18_fukui.txt
